rulename,diff,lwr,upr,padj
悲憤-怒り,5.6,-1.511497019,12.71149702,0.413053937
憎悪-怒り,6.2,-0.911497019,13.31149702,0.205634473
絶望-怒り,9.7,2.588502981,16.81149702,0.000164989
悲観-畏怖,1,-6.111497019,8.111497019,1
拒絶-畏怖,1.6,-5.511497019,8.711497019,1
嫌悪-畏怖,1.7,-5.411497019,8.811497019,0.999999999
悲しみ-畏怖,1.8,-5.311497019,8.911497019,0.999999995
憤慨-畏怖,2.9,-4.211497019,10.01149702,0.999714088
恥辱-畏怖,3.7,-3.411497019,10.81149702,0.984107171
悲憤-畏怖,4.2,-2.911497019,11.31149702,0.925182093
憎悪-畏怖,4.8,-2.311497019,11.91149702,0.75127011
絶望-畏怖,8.3,1.188502981,15.41149702,0.004727568
拒絶-悲観,0.6,-6.511497019,7.711497019,1
嫌悪-悲観,0.7,-6.411497019,7.811497019,1
悲しみ-悲観,0.8,-6.311497019,7.911497019,1
憤慨-悲観,1.9,-5.211497019,9.011497019,0.999999978
恥辱-悲観,2.7,-4.411497019,9.811497019,0.99993003
悲憤-悲観,3.2,-3.911497019,10.31149702,0.998309129
憎悪-悲観,3.8,-3.311497019,10.91149702,0.977254592
絶望-悲観,7.3,0.188502981,14.41149702,0.035634852
嫌悪-拒絶,0.1,-7.011497019,7.211497019,1
悲しみ-拒絶,0.2,-6.911497019,7.311497019,1
憤慨-拒絶,1.3,-5.811497019,8.411497019,1
恥辱-拒絶,2.1,-5.011497019,9.211497019,0.999999744
悲憤-拒絶,2.6,-4.511497019,9.711497019,0.99996793
憎悪-拒絶,3.2,-3.911497019,10.31149702,0.998309129
絶望-拒絶,6.7,-0.411497019,13.81149702,0.099354305
悲しみ-嫌悪,0.1,-7.011497019,7.211497019,1
憤慨-嫌悪,1.2,-5.911497019,8.311497019,1
恥辱-嫌悪,2,-5.111497019,9.111497019,0.999999922
悲憤-嫌悪,2.5,-4.611497019,9.611497019,0.9999861
憎悪-嫌悪,3.1,-4.011497019,10.21149702,0.999026092
絶望-嫌悪,6.6,-0.511497019,13.71149702,0.116044489
憤慨-悲しみ,1.1,-6.011497019,8.211497019,1
恥辱-悲しみ,1.9,-5.211497019,9.011497019,0.999999978
悲憤-悲しみ,2.4,-4.711497019,9.511497019,0.999994326
憎悪-悲しみ,3,-4.111497019,10.11149702,0.999460973
絶望-悲しみ,6.5,-0.611497019,13.61149702,0.13489276
恥辱-憤慨,0.8,-6.311497019,7.911497019,1
悲憤-憤慨,1.3,-5.811497019,8.411497019,1
憎悪-憤慨,1.9,-5.211497019,9.011497019,0.999999978
絶望-憤慨,5.4,-1.711497019,12.51149702,0.497495297
悲憤-恥辱,0.5,-6.611497019,7.611497019,1
憎悪-恥辱,1.1,-6.011497019,8.211497019,1
絶望-恥辱,4.6,-2.511497019,11.71149702,0.822060278
憎悪-悲憤,0.6,-6.511497019,7.711497019,1
絶望-悲憤,4.1,-3.011497019,11.21149702,0.942546091
絶望-憎悪,3.5,-3.611497019,10.61149702,0.992866428
